tenure_months,monthly_charges,total_charges,num_services,senior_citizen,contract_type,internet_service,tech_support,payment_method,churned
48,37.52,1833.12,3,0,month-to-month,fiber,no,bank-transfer,0
65,41.95,2599.68,4,0,one-year,fiber,yes,mailed-check,0
40,67.78,2797.96,7,0,month-to-month,dsl,no,mailed-check,0
5,107.45,484.05,4,0,one-year,fiber,no,credit-card,0
1,70.0,68.28,6,0,one-year,dsl,no,bank-transfer,0
24,25.54,656.84,2,0,month-to-month,dsl,no,bank-transfer,0
53,23.99,1291.95,6,1,month-to-month,dsl,no,credit-card,0
10,42.74,406.94,6,1,one-year,fiber,no,electronic-check,0
61,104.28,6860.02,7,0,month-to-month,fiber,no,credit-card,0
17,82.15,1261.16,1,1,one-year,dsl,yes,credit-card,0
35,76.3,2875.02,3,0,two-year,dsl,yes,mailed-check,0
14,51.9,764.3,1,0,month-to-month,fiber,no,electronic-check,0
33,112.94,3463.43,3,0,month-to-month,fiber,no,mailed-check,0
32,53.12,1551.24,6,1,month-to-month,dsl,no,mailed-check,0
0,103.49,112.83,5,1,month-to-month,fiber,no,credit-card,1
40,109.59,4004.01,6,1,two-year,fiber,yes,mailed-check,0
56,68.33,4189.05,6,1,two-year,fiber,no,credit-card,0
67,109.43,7215.42,7,1,month-to-month,dsl,no,electronic-check,0
23,47.68,1064.51,7,0,two-year,none,yes,credit-card,0
63,85.84,5570.21,5,0,month-to-month,fiber,yes,credit-card,1
63,28.8,1812.97,7,0,two-year,dsl,yes,bank-transfer,0
71,67.39,4679.47,1,0,two-year,none,no,electronic-check,0
26,41.73,1115.39,6,1,month-to-month,fiber,yes,bank-transfer,0
61,26.28,1555.01,4,0,one-year,fiber,no,credit-card,0
40,20.37,738.92,7,0,one-year,fiber,yes,credit-card,0
4,52.48,223.55,4,0,month-to-month,dsl,yes,mailed-check,1
19,78.95,1504.44,2,1,month-to-month,fiber,yes,mailed-check,0
48,65.52,3262.38,6,1,one-year,dsl,yes,mailed-check,0
11,50.18,560.28,7,1,month-to-month,none,no,electronic-check,0
31,119.12,3777.06,1,1,month-to-month,dsl,no,bank-transfer,0
55,113.95,5914.96,1,1,month-to-month,dsl,no,credit-card,0
10,32.57,354.01,5,1,one-year,fiber,no,mailed-check,0
35,61.51,2130.34,4,1,month-to-month,fiber,yes,credit-card,0
15,84.88,1380.17,4,1,month-to-month,fiber,no,electronic-check,1
38,93.35,3765.05,1,0,month-to-month,fiber,no,electronic-check,1
17,56.64,1005.26,5,1,month-to-month,dsl,no,credit-card,1
69,94.63,6477.39,4,0,one-year,dsl,no,electronic-check,0
5,32.42,146.62,6,0,month-to-month,fiber,yes,mailed-check,0
69,53.18,3533.81,3,0,one-year,dsl,yes,credit-card,0
57,91.64,5395.71,3,1,month-to-month,fiber,yes,mailed-check,0
61,82.57,4866.18,1,0,one-year,none,no,mailed-check,0
61,103.72,5819.66,4,0,month-to-month,fiber,no,electronic-check,0
13,24.69,322.11,5,0,two-year,fiber,no,bank-transfer,0
67,37.44,2335.13,2,1,month-to-month,fiber,yes,mailed-check,0
42,24.85,1003.25,6,0,two-year,none,no,electronic-check,0
69,39.21,2706.53,7,1,month-to-month,fiber,no,mailed-check,0
63,20.43,1188.31,2,1,month-to-month,fiber,yes,electronic-check,0
41,70.42,2663.48,5,1,one-year,dsl,yes,credit-card,0
26,72.83,1783.79,5,0,month-to-month,fiber,no,bank-transfer,1
8,85.79,698.92,1,0,month-to-month,dsl,no,credit-card,0
7,58.49,444.9,2,1,two-year,fiber,yes,credit-card,0
28,20.32,539.26,3,0,one-year,none,yes,credit-card,1
58,87.39,5291.46,1,0,one-year,none,yes,bank-transfer,0
36,25.43,858.61,3,0,two-year,dsl,no,electronic-check,0
34,106.62,3723.33,2,0,month-to-month,fiber,no,electronic-check,1
17,22.27,351.16,7,0,month-to-month,dsl,yes,electronic-check,0
40,73.05,3123.84,5,0,two-year,fiber,no,electronic-check,0
45,109.49,5166.02,3,0,month-to-month,fiber,no,credit-card,0
70,77.25,5602.96,6,1,month-to-month,fiber,yes,electronic-check,0
52,80.84,3795.64,1,1,month-to-month,dsl,yes,electronic-check,0
43,88.16,4045.94,5,1,month-to-month,fiber,yes,credit-card,0
65,32.24,1949.26,5,0,month-to-month,fiber,yes,mailed-check,0
30,87.49,2642.28,6,1,month-to-month,fiber,no,mailed-check,0
67,108.04,7639.21,2,0,one-year,fiber,no,mailed-check,0
26,117.42,3133.32,5,0,one-year,fiber,no,credit-card,0
9,64.31,615.72,6,1,two-year,fiber,yes,mailed-check,0
30,54.45,1701.73,6,0,month-to-month,dsl,no,credit-card,0
9,95.33,901.91,2,0,month-to-month,fiber,yes,credit-card,1
8,74.29,570.4,7,1,one-year,fiber,yes,mailed-check,1
63,45.73,2811.33,2,0,month-to-month,dsl,yes,bank-transfer,0
57,37.22,2122.16,3,0,month-to-month,dsl,no,electronic-check,0
15,37.02,564.87,2,1,one-year,none,no,credit-card,0
60,65.92,4106.82,2,0,one-year,none,no,credit-card,0
4,37.01,149.69,2,1,month-to-month,fiber,no,electronic-check,1
20,21.97,457.89,1,0,one-year,fiber,yes,electronic-check,0
50,25.21,1172.45,6,0,one-year,none,yes,electronic-check,0
21,112.99,2322.79,5,0,two-year,fiber,no,credit-card,1
52,27.3,1536.95,3,0,month-to-month,dsl,no,electronic-check,0
62,27.32,1597.95,4,0,one-year,fiber,no,mailed-check,0
4,65.12,241.92,5,1,one-year,none,yes,mailed-check,0
1,44.51,46.69,2,0,month-to-month,fiber,no,mailed-check,0
67,116.27,7314.01,3,1,one-year,dsl,yes,electronic-check,0
37,111.1,4075.85,7,1,one-year,none,yes,mailed-check,0
36,60.47,2269.15,1,0,month-to-month,fiber,yes,credit-card,0
33,64.87,2134.22,7,1,month-to-month,fiber,yes,mailed-check,1
31,57.51,1925.97,7,0,month-to-month,none,no,credit-card,0
49,23.79,1253.87,2,0,one-year,fiber,no,bank-transfer,0
41,49.28,2021.67,3,1,month-to-month,fiber,yes,credit-card,0
11,32.27,387.69,2,0,month-to-month,none,yes,bank-transfer,0
45,30.24,1304.13,4,1,month-to-month,dsl,no,mailed-check,0
48,76.09,3457.94,2,1,one-year,fiber,no,mailed-check,0
8,29.88,247.18,6,1,one-year,dsl,yes,mailed-check,0
27,30.29,829.73,3,0,month-to-month,none,yes,bank-transfer,0
56,68.05,3621.1,7,1,month-to-month,none,no,mailed-check,0
44,64.23,2753.28,6,1,month-to-month,fiber,no,mailed-check,0
9,33.76,287.62,3,0,month-to-month,fiber,yes,mailed-check,0
2,20.44,38.73,5,0,one-year,fiber,no,credit-card,0
41,39.3,1568.62,1,0,month-to-month,dsl,no,bank-transfer,1
33,43.59,1560.52,1,1,one-year,fiber,yes,credit-card,0
69,100.02,7363.63,4,1,one-year,dsl,no,credit-card,0
37,111.54,4137.23,4,1,two-year,fiber,no,bank-transfer,1
67,60.59,4041.48,3,0,month-to-month,fiber,no,electronic-check,0
15,60.5,822.46,1,0,month-to-month,fiber,no,credit-card,0
32,91.25,2897.98,6,0,month-to-month,dsl,yes,mailed-check,0
10,82.69,847.37,3,1,two-year,fiber,no,mailed-check,1
41,38.41,1662.56,4,0,one-year,fiber,no,mailed-check,0
13,30.77,388.49,3,1,one-year,none,yes,electronic-check,0
35,63.76,2418.78,4,1,one-year,none,no,bank-transfer,0
24,76.48,1960.41,5,1,month-to-month,fiber,no,electronic-check,1
13,33.87,403.52,6,0,one-year,fiber,no,bank-transfer,1
6,49.33,319.83,4,0,two-year,dsl,no,credit-card,0
36,50.59,1720.28,2,1,month-to-month,dsl,yes,mailed-check,0
68,46.13,3402.42,7,0,two-year,fiber,yes,mailed-check,0
14,66.08,949.3,2,1,two-year,fiber,yes,bank-transfer,0
29,85.31,2430.41,1,0,two-year,dsl,no,credit-card,0
16,70.94,1120.61,1,0,two-year,dsl,no,electronic-check,0
58,40.15,2357.94,6,1,month-to-month,fiber,no,mailed-check,0
29,30.29,938.82,3,1,one-year,dsl,yes,mailed-check,0
70,102.19,7635.32,1,0,month-to-month,fiber,no,electronic-check,0
17,67.93,1135.16,6,1,one-year,fiber,no,electronic-check,0
5,26.21,140.2,3,0,month-to-month,none,no,bank-transfer,0
41,45.81,1867.67,7,0,two-year,dsl,no,credit-card,0
46,100.4,4542.24,7,1,month-to-month,dsl,no,bank-transfer,1
71,95.17,6410.1,1,0,month-to-month,dsl,yes,electronic-check,0
62,107.58,7107.42,5,0,month-to-month,dsl,yes,mailed-check,0
63,80.21,5174.57,5,0,one-year,fiber,yes,credit-card,0
45,62.29,2764.43,2,1,month-to-month,fiber,yes,credit-card,0
25,62.66,1617.37,3,0,month-to-month,dsl,no,electronic-check,0
30,39.4,1267.34,4,0,month-to-month,none,yes,bank-transfer,0
9,85.08,719.44,2,0,month-to-month,fiber,yes,bank-transfer,1
31,78.51,2381.45,6,1,two-year,dsl,yes,mailed-check,0
26,35.49,900.65,2,0,month-to-month,dsl,no,mailed-check,0
2,108.57,198.73,7,0,month-to-month,fiber,no,bank-transfer,1
14,56.85,769.49,6,0,month-to-month,fiber,no,credit-card,1
38,24.97,998.54,5,0,month-to-month,none,no,mailed-check,0
26,52.79,1304.83,1,0,month-to-month,dsl,no,credit-card,0
71,106.99,8068.65,1,1,month-to-month,fiber,no,credit-card,0
34,111.7,4143.59,2,0,month-to-month,dsl,no,electronic-check,1
69,69.04,4500.77,4,0,month-to-month,dsl,no,mailed-check,0
47,115.63,5336.42,6,1,month-to-month,fiber,no,mailed-check,0
2,107.52,199.18,2,0,one-year,fiber,yes,bank-transfer,1
14,102.52,1490.44,5,0,month-to-month,dsl,no,electronic-check,0
50,105.97,5279.64,1,0,one-year,dsl,no,mailed-check,0
39,58.19,2309.67,2,1,one-year,fiber,yes,electronic-check,0
21,95.65,2120.61,5,1,two-year,dsl,no,electronic-check,0
37,77.73,3034.87,6,1,month-to-month,dsl,no,mailed-check,1
65,91.97,5997.15,6,0,one-year,dsl,no,bank-transfer,0
27,37.78,1098.06,4,0,two-year,dsl,no,mailed-check,0
3,93.14,303.56,1,0,two-year,fiber,no,mailed-check,0
22,115.76,2613.3,3,1,two-year,dsl,no,mailed-check,1
67,50.27,3057.15,6,0,month-to-month,fiber,no,bank-transfer,0
54,118.62,6759.02,1,0,two-year,fiber,yes,bank-transfer,0
60,57.84,3742.42,5,0,two-year,dsl,yes,bank-transfer,0
65,39.97,2627.48,5,1,month-to-month,fiber,no,electronic-check,0
8,31.23,259.85,6,1,month-to-month,dsl,no,electronic-check,0
20,98.5,1913.28,2,1,two-year,fiber,no,mailed-check,0
4,75.48,302.05,2,0,month-to-month,fiber,no,electronic-check,1
0,50.71,53.73,2,1,one-year,fiber,yes,bank-transfer,0
60,80.85,5215.76,3,1,month-to-month,dsl,no,bank-transfer,0
67,53.21,3290.71,4,1,one-year,fiber,no,mailed-check,0
11,64.84,644.37,1,1,month-to-month,fiber,no,mailed-check,1
51,106.27,5282.75,4,1,one-year,dsl,yes,electronic-check,0
38,86.82,3227.18,2,1,month-to-month,dsl,no,mailed-check,1
4,96.24,406.0,4,0,two-year,dsl,no,mailed-check,0
65,78.35,4592.23,3,1,month-to-month,dsl,no,electronic-check,0
62,119.14,7776.7,7,0,month-to-month,dsl,yes,bank-transfer,0
40,44.14,1778.43,3,0,month-to-month,none,yes,mailed-check,0
50,46.23,2402.95,7,0,month-to-month,none,yes,bank-transfer,0
28,29.26,820.8,2,1,two-year,dsl,no,bank-transfer,0
57,75.4,4547.7,1,1,month-to-month,none,no,electronic-check,0
32,81.34,2570.12,2,1,month-to-month,fiber,no,credit-card,0
71,92.6,6371.89,3,1,two-year,fiber,no,electronic-check,0
4,53.54,220.01,7,1,month-to-month,none,yes,bank-transfer,0
12,21.23,251.93,2,1,month-to-month,fiber,yes,credit-card,0
69,83.22,5516.43,6,0,one-year,fiber,no,bank-transfer,0
20,119.87,2595.69,5,0,month-to-month,dsl,no,bank-transfer,1
22,49.45,1136.48,3,0,two-year,dsl,no,mailed-check,0
56,38.39,2019.51,3,1,one-year,none,no,electronic-check,0
13,48.18,656.42,7,1,month-to-month,dsl,no,bank-transfer,0
36,62.54,2139.95,6,1,one-year,dsl,no,credit-card,0
20,45.09,889.4,2,0,two-year,dsl,no,credit-card,0
14,54.7,722.52,7,0,month-to-month,fiber,yes,electronic-check,0
69,83.82,5336.28,3,1,one-year,dsl,yes,electronic-check,0
14,54.5,747.6,1,1,month-to-month,none,no,credit-card,0
6,59.61,361.6,6,0,month-to-month,fiber,no,bank-transfer,1
48,24.0,1106.41,7,0,one-year,none,yes,mailed-check,0
62,111.79,6341.85,4,1,month-to-month,fiber,yes,electronic-check,1
9,60.69,518.86,5,0,month-to-month,fiber,no,mailed-check,1
50,52.81,2506.18,2,0,month-to-month,dsl,yes,electronic-check,0
38,28.65,1108.46,6,0,one-year,dsl,no,electronic-check,0
59,83.42,4707.34,3,0,one-year,none,no,electronic-check,0
9,106.38,963.89,2,0,month-to-month,fiber,no,credit-card,0
70,24.12,1678.38,4,0,month-to-month,fiber,yes,electronic-check,1
44,34.53,1448.32,2,0,two-year,none,no,bank-transfer,0
60,34.64,2178.67,5,1,month-to-month,fiber,no,mailed-check,0
26,80.23,2155.9,6,0,month-to-month,dsl,yes,credit-card,0
67,112.12,7782.88,3,1,month-to-month,fiber,no,electronic-check,1
45,63.78,2831.97,6,0,one-year,fiber,yes,credit-card,0
9,54.38,471.47,4,1,month-to-month,fiber,no,electronic-check,1
66,96.58,6489.96,7,0,two-year,dsl,no,credit-card,0
57,94.26,5866.14,2,1,one-year,dsl,no,electronic-check,0
21,44.68,925.89,5,1,month-to-month,fiber,no,electronic-check,0
39,36.08,1453.63,4,1,one-year,dsl,no,electronic-check,0
27,55.78,1488.7,7,1,month-to-month,dsl,no,credit-card,0
39,97.56,4134.04,2,1,month-to-month,fiber,no,mailed-check,1
69,89.51,5885.56,2,1,one-year,fiber,yes,mailed-check,0
64,86.59,5495.65,7,1,month-to-month,dsl,no,credit-card,0
15,102.94,1542.14,7,0,two-year,fiber,no,mailed-check,0
69,47.71,3442.53,6,1,one-year,dsl,yes,bank-transfer,0
31,53.97,1747.12,4,1,month-to-month,dsl,no,mailed-check,0
50,24.23,1269.52,3,1,two-year,fiber,yes,electronic-check,0
55,106.87,6151.69,5,1,month-to-month,none,yes,credit-card,0
34,78.24,2644.07,6,0,month-to-month,dsl,yes,mailed-check,0
32,49.81,1484.12,2,1,month-to-month,none,no,credit-card,0
32,26.94,925.95,1,1,two-year,none,yes,mailed-check,0
62,92.34,5524.51,1,1,month-to-month,fiber,yes,credit-card,0
27,94.87,2361.86,3,0,month-to-month,none,no,electronic-check,0
20,86.62,1603.78,5,1,month-to-month,dsl,no,bank-transfer,1
26,40.38,1048.78,4,0,month-to-month,dsl,no,mailed-check,1
14,111.32,1535.39,5,0,month-to-month,fiber,yes,credit-card,1
28,95.32,2756.25,4,1,one-year,fiber,yes,mailed-check,0
8,85.78,701.59,2,0,two-year,dsl,no,credit-card,0
6,85.09,470.45,6,1,one-year,dsl,yes,mailed-check,0
52,110.44,5509.43,6,1,month-to-month,dsl,no,mailed-check,0
5,112.83,608.86,7,0,month-to-month,dsl,no,bank-transfer,1
40,79.56,3352.14,6,0,month-to-month,dsl,yes,bank-transfer,0
56,61.67,3709.45,3,0,month-to-month,none,no,mailed-check,0
52,56.37,2651.01,5,1,one-year,dsl,no,electronic-check,0
32,101.91,3529.89,3,1,month-to-month,fiber,yes,electronic-check,1
13,84.46,1177.27,7,1,two-year,dsl,no,bank-transfer,0
67,27.73,1840.18,5,0,month-to-month,dsl,no,electronic-check,0
60,34.22,2124.48,6,0,one-year,none,yes,bank-transfer,0
44,110.02,4620.13,2,0,two-year,dsl,no,credit-card,0
6,108.45,671.34,1,0,one-year,dsl,no,credit-card,1
2,115.18,244.12,1,1,two-year,fiber,no,bank-transfer,0
22,62.79,1376.84,4,0,two-year,dsl,no,mailed-check,0
11,98.41,980.38,7,1,one-year,dsl,no,bank-transfer,1
61,102.82,6167.08,5,0,month-to-month,none,yes,electronic-check,0
14,51.57,754.47,6,1,month-to-month,fiber,no,credit-card,1
20,34.53,718.74,4,1,two-year,fiber,no,electronic-check,0
70,119.7,8356.05,7,1,month-to-month,dsl,yes,bank-transfer,0
58,23.02,1464.86,7,0,two-year,dsl,yes,mailed-check,0
15,79.73,1104.35,2,0,month-to-month,fiber,yes,electronic-check,0
27,85.02,2138.66,7,0,one-year,fiber,yes,electronic-check,0
37,88.18,3104.96,1,0,month-to-month,dsl,no,bank-transfer,0
47,45.56,2271.32,5,0,two-year,none,yes,bank-transfer,0
67,92.16,6499.29,4,1,month-to-month,fiber,no,electronic-check,0
62,41.64,2722.52,3,1,month-to-month,fiber,no,electronic-check,0
70,102.9,7749.88,7,1,two-year,fiber,yes,bank-transfer,0
2,41.91,82.86,5,0,month-to-month,fiber,no,bank-transfer,0
17,89.67,1469.08,1,0,month-to-month,fiber,no,mailed-check,0
40,98.34,4012.57,1,0,two-year,dsl,yes,electronic-check,0
3,38.89,114.57,1,0,two-year,none,yes,electronic-check,0
25,43.8,1100.22,3,1,month-to-month,fiber,no,electronic-check,1
11,97.91,999.51,1,0,one-year,none,no,electronic-check,1
67,28.6,1876.49,2,1,month-to-month,none,no,bank-transfer,0
4,39.08,155.46,6,0,month-to-month,dsl,no,mailed-check,0
10,65.55,601.41,7,0,one-year,dsl,no,electronic-check,0
14,113.02,1738.77,6,0,month-to-month,fiber,no,bank-transfer,1
10,76.19,691.47,4,0,month-to-month,fiber,no,bank-transfer,0
40,58.77,2548.04,5,0,month-to-month,fiber,no,electronic-check,0
26,117.84,2806.6,7,0,two-year,dsl,yes,bank-transfer,0
65,66.37,4624.06,1,1,one-year,fiber,no,electronic-check,0
18,63.37,1151.67,7,1,month-to-month,none,no,bank-transfer,1
38,61.16,2182.93,6,0,two-year,none,no,mailed-check,0
47,51.22,2277.98,3,0,two-year,dsl,yes,electronic-check,0
45,52.57,2295.44,4,1,month-to-month,none,no,credit-card,0
57,88.78,5358.04,4,0,two-year,dsl,yes,electronic-check,0
14,24.08,313.33,2,1,month-to-month,fiber,no,credit-card,1
36,88.18,3010.82,2,0,month-to-month,dsl,yes,mailed-check,0
57,40.12,2374.96,3,1,month-to-month,fiber,no,bank-transfer,0
62,58.42,3704.62,1,1,month-to-month,dsl,yes,bank-transfer,0
44,34.65,1500.46,4,1,one-year,dsl,no,mailed-check,0
46,75.28,3158.52,4,1,one-year,dsl,no,bank-transfer,0
62,92.94,5829.7,3,0,two-year,none,yes,mailed-check,0
44,55.47,2308.5,2,0,month-to-month,fiber,no,bank-transfer,0
68,36.34,2526.52,7,0,month-to-month,fiber,no,electronic-check,1
9,42.65,366.54,5,1,month-to-month,fiber,no,mailed-check,1
25,101.81,2789.76,4,1,month-to-month,dsl,no,electronic-check,1
8,46.76,380.86,6,0,two-year,dsl,no,mailed-check,0
6,97.47,593.16,3,0,one-year,dsl,no,electronic-check,0
33,53.12,1871.03,2,1,one-year,fiber,no,mailed-check,0
16,38.87,683.26,5,0,one-year,none,no,credit-card,0
29,92.73,2839.32,6,1,month-to-month,dsl,no,mailed-check,0
31,66.85,2111.27,5,0,month-to-month,fiber,no,mailed-check,1
44,23.13,1091.71,4,0,month-to-month,fiber,no,credit-card,0
68,115.99,7384.44,1,1,two-year,none,no,electronic-check,0
61,34.78,2233.7,5,1,month-to-month,dsl,no,bank-transfer,0
27,55.34,1547.94,5,0,month-to-month,none,no,bank-transfer,0
23,58.48,1362.06,3,0,one-year,fiber,yes,mailed-check,0
55,68.94,4069.83,2,0,month-to-month,fiber,no,mailed-check,0
8,98.54,821.38,7,1,month-to-month,fiber,no,bank-transfer,1
38,20.61,817.13,3,0,month-to-month,dsl,yes,mailed-check,0
30,113.25,3675.92,2,1,month-to-month,fiber,yes,mailed-check,1
13,84.6,1143.66,5,1,month-to-month,fiber,yes,bank-transfer,1
44,115.06,4815.0,4,1,two-year,fiber,no,mailed-check,0
23,101.74,2191.96,4,0,one-year,none,yes,credit-card,0
13,112.78,1470.01,5,1,month-to-month,fiber,yes,mailed-check,1
47,80.1,3565.1,3,1,one-year,dsl,yes,bank-transfer,0
12,55.73,695.46,2,0,one-year,dsl,yes,bank-transfer,0
48,64.29,3297.43,2,1,one-year,none,yes,credit-card,0
11,85.8,904.5,7,1,two-year,fiber,yes,mailed-check,1
31,62.69,2104.1,4,0,two-year,none,no,electronic-check,0
58,93.17,5670.71,3,1,month-to-month,dsl,no,mailed-check,0
16,29.18,512.46,3,0,month-to-month,fiber,no,bank-transfer,0
55,103.0,5323.63,6,0,month-to-month,none,yes,mailed-check,0
51,40.42,2045.57,7,1,month-to-month,fiber,yes,credit-card,0
64,114.39,7526.4,6,0,two-year,dsl,yes,electronic-check,0
12,35.55,449.03,4,1,one-year,dsl,no,mailed-check,0
51,32.92,1817.24,4,0,month-to-month,none,yes,credit-card,0
67,101.19,7310.27,7,0,two-year,fiber,yes,credit-card,0
54,101.87,5210.66,6,1,one-year,fiber,no,electronic-check,0
13,93.88,1201.52,3,0,month-to-month,fiber,yes,credit-card,1
59,116.05,7145.89,7,1,two-year,dsl,no,mailed-check,0
7,47.05,305.13,6,0,month-to-month,fiber,no,bank-transfer,1
42,102.66,4707.85,6,0,month-to-month,dsl,no,electronic-check,0
35,55.2,2027.42,1,0,month-to-month,dsl,yes,electronic-check,1
38,73.74,2986.41,1,0,two-year,fiber,yes,bank-transfer,0
37,64.56,2583.37,3,0,month-to-month,dsl,no,mailed-check,0
2,20.59,38.53,6,0,month-to-month,fiber,yes,electronic-check,0
36,77.45,2744.78,1,0,one-year,fiber,yes,bank-transfer,0
67,94.75,6540.82,1,1,two-year,dsl,no,electronic-check,0
31,37.46,1236.15,1,0,month-to-month,dsl,yes,credit-card,0
19,113.17,2252.58,2,1,month-to-month,dsl,yes,electronic-check,0
71,73.04,4793.3,7,1,two-year,fiber,no,electronic-check,0
7,37.82,272.45,6,1,one-year,none,no,mailed-check,0
35,84.59,2838.7,6,1,month-to-month,fiber,yes,mailed-check,1
36,39.19,1384.46,3,1,month-to-month,fiber,no,bank-transfer,0
34,26.35,984.46,5,1,month-to-month,none,no,electronic-check,0
66,88.53,5442.22,6,1,one-year,fiber,yes,credit-card,0
30,31.07,858.35,4,1,one-year,fiber,no,mailed-check,1
70,30.62,2104.45,6,0,one-year,fiber,yes,bank-transfer,0
4,93.99,403.34,4,1,month-to-month,fiber,no,credit-card,1
52,25.52,1237.39,3,0,two-year,dsl,yes,credit-card,0
42,100.98,3884.86,5,0,month-to-month,fiber,yes,bank-transfer,0
17,99.61,1665.89,7,1,two-year,fiber,no,electronic-check,0
16,34.14,560.69,6,1,month-to-month,dsl,no,bank-transfer,0
51,71.84,3410.81,4,1,month-to-month,none,yes,mailed-check,0
45,29.66,1416.01,5,0,month-to-month,dsl,no,bank-transfer,0
44,83.26,3916.89,7,1,month-to-month,fiber,no,electronic-check,0
3,26.29,79.23,6,1,month-to-month,none,no,bank-transfer,0
43,114.45,4459.2,4,0,one-year,dsl,yes,credit-card,0
70,40.77,2863.09,2,1,two-year,none,yes,bank-transfer,0
1,88.29,83.24,7,1,month-to-month,fiber,no,credit-card,1
33,32.83,1071.71,7,1,month-to-month,fiber,yes,electronic-check,0
35,40.96,1508.07,1,0,month-to-month,none,yes,bank-transfer,0
64,65.09,3794.52,1,0,two-year,fiber,yes,electronic-check,0
20,77.31,1391.63,1,0,month-to-month,fiber,yes,electronic-check,1
34,119.89,3777.43,3,1,month-to-month,fiber,no,credit-card,1
51,22.59,1047.33,2,1,month-to-month,fiber,yes,electronic-check,0
4,20.03,76.28,7,0,month-to-month,dsl,yes,mailed-check,0
57,55.04,3077.21,7,1,one-year,dsl,yes,electronic-check,0
59,56.62,3527.46,2,0,month-to-month,dsl,yes,mailed-check,0
51,108.38,5008.17,6,1,month-to-month,fiber,yes,electronic-check,1
46,111.26,4965.43,1,0,two-year,none,yes,mailed-check,0
53,108.05,6218.51,6,1,month-to-month,none,no,bank-transfer,1
56,34.32,1951.28,3,0,one-year,dsl,yes,bank-transfer,0
65,61.21,4238.67,1,0,month-to-month,fiber,yes,credit-card,0
30,94.59,2828.34,3,1,two-year,fiber,no,electronic-check,1
32,51.26,1508.19,6,1,one-year,dsl,no,mailed-check,0
45,86.32,3641.19,7,0,month-to-month,fiber,no,bank-transfer,0
13,43.71,597.56,1,1,two-year,dsl,no,electronic-check,1
61,52.34,3425.24,6,0,month-to-month,none,yes,electronic-check,0
55,106.04,5794.34,3,0,month-to-month,dsl,yes,mailed-check,0
45,45.05,2024.19,4,1,one-year,fiber,yes,credit-card,0
21,116.43,2420.64,1,0,one-year,none,yes,bank-transfer,0
25,50.63,1143.82,7,1,month-to-month,fiber,no,bank-transfer,0
31,22.35,636.8,6,0,month-to-month,dsl,no,bank-transfer,1
47,45.49,2348.36,5,0,month-to-month,dsl,no,credit-card,0
56,37.12,1888.31,6,1,one-year,none,no,bank-transfer,0
48,70.68,3290.16,7,1,two-year,dsl,no,bank-transfer,0
66,31.27,2142.53,2,1,month-to-month,dsl,no,mailed-check,0
69,82.6,5613.72,2,1,two-year,none,no,credit-card,0
50,107.49,5893.32,1,1,month-to-month,fiber,no,electronic-check,1
26,56.25,1325.83,4,0,one-year,fiber,yes,mailed-check,0
